Symbol,Time,Open,High,Low,Last,Change,%Change,Volume
META,2020-12-16,274.760009765625,277.8599853515625,272.510009765625,275.6700134277344,0.120025634765625,0.04,15885000
META,2020-12-17,277.07000732421875,280.44000244140625,273.6099853515625,274.4800109863281,-1.19000244140625,-0.43,16377800
META,2020-12-18,275.7699890136719,278.0,271.1400146484375,276.3999938964844,1.91998291015625,0.7,26693200
META,2020-12-21,272.9800109863281,274.6700134277344,267.7900085449219,272.7900085449219,-3.6099853515625,-1.31,16553700
META,2020-12-22,271.5,271.5,264.6300048828125,267.0899963378906,-5.70001220703125,-2.09,17312900
META,2020-12-23,266.8900146484375,272.1700134277344,266.2300109863281,268.1099853515625,1.019989013671875,0.38,14329000
META,2020-12-24,268.8800048828125,270.3999938964844,266.20001220703125,267.3999938964844,-0.709991455078125,-0.26,6702000
META,2020-12-28,268.739990234375,277.29998779296875,265.6600036621094,277.0,9.600006103515625,3.59,23299700
META,2020-12-29,276.95001220703125,280.510009765625,276.2799987792969,276.7799987792969,-0.220001220703125,-0.08,16383000
META,2020-12-30,277.95001220703125,278.0799865722656,271.7099914550781,271.8699951171875,-4.910003662109375,-1.77,11803800
META,2020-12-31,272.0,277.0899963378906,269.80999755859375,273.1600036621094,1.290008544921875,0.47,12900400
META,2021-01-04,274.7799987792969,275.0,265.20001220703125,268.94000244140625,-4.220001220703125,-1.54,15106100
META,2021-01-05,268.2900085449219,272.3999938964844,268.2099914550781,270.9700012207031,2.029998779296875,0.75,9871600
META,2021-01-06,262.0,267.75,260.010009765625,263.30999755859375,-7.660003662109375,-2.83,24354100
META,2021-01-07,265.8999938964844,271.6099853515625,264.7799987792969,268.739990234375,5.42999267578125,2.06,15789800
META,2021-01-08,268.30999755859375,268.95001220703125,263.17999267578125,267.57000732421875,-1.16998291015625,-0.44,18528300
META,2021-01-11,260.4800109863281,263.4700012207031,255.89999389648438,256.8399963378906,-10.730010986328125,-4.01,30412300
META,2021-01-12,256.6300048828125,259.7200012207031,250.3000030517578,251.08999633789062,-5.75,-2.24,26383500
META,2021-01-13,251.5500030517578,253.9499969482422,249.1999969482422,251.63999938964844,0.5500030517578125,0.22,19528900
META,2021-01-14,253.39999389648438,255.02999877929688,244.61000061035156,245.63999938964844,-6.0,-2.38,29739400
META,2021-01-15,247.89999389648438,253.86000061035156,247.16000366210938,251.36000061035156,5.720001220703125,2.33,24942900
META,2021-01-19,256.8999938964844,262.20001220703125,252.72000122070312,261.1000061035156,9.740005493164062,3.87,28028500
META,2021-01-20,268.92999267578125,270.32000732421875,263.6000061035156,267.4800109863281,6.3800048828125,2.44,25199900
META,2021-01-21,269.260009765625,273.6000061035156,267.489990234375,272.8699951171875,5.389984130859375,2.02,20838700
META,2021-01-22,272.010009765625,278.4700012207031,272.0,274.5,1.6300048828125,0.6,21954000
META,2021-01-25,278.1400146484375,280.1000061035156,271.510009765625,278.010009765625,3.510009765625,1.28,19087000
META,2021-01-26,278.1400146484375,285.3900146484375,277.80999755859375,282.04998779296875,4.03997802734375,1.45,19373600
META,2021-01-27,282.5299987792969,283.45001220703125,268.1199951171875,272.1400146484375,-9.90997314453125,-3.51,35346200
META,2021-01-28,277.17999267578125,286.7900085449219,264.70001220703125,265.0,-7.1400146484375,-2.62,37758800
META,2021-01-29,265.29998779296875,266.55999755859375,254.85000610351562,258.3299865722656,-6.670013427734375,-2.52,30389500
META,2021-02-01,259.5199890136719,264.1700134277344,254.91000366210938,262.010009765625,3.680023193359375,1.42,22914300
META,2021-02-02,264.0,268.8500061035156,263.2699890136719,267.0799865722656,5.069976806640625,1.94,17320800
META,2021-02-03,265.6199951171875,269.20001220703125,263.8399963378906,266.6499938964844,-0.42999267578125,-0.16,14223400
META,2021-02-04,267.010009765625,268.1600036621094,264.0,266.489990234375,-0.160003662109375,-0.06,16060000
META,2021-02-05,266.79998779296875,269.1700134277344,265.6700134277344,268.1000061035156,1.610015869140625,0.6,12454400
META,2021-02-08,268.75,269.8599853515625,265.0,266.5799865722656,-1.52001953125,-0.57,13755200
META,2021-02-09,266.44000244140625,273.3900146484375,265.75,269.45001220703125,2.870025634765625,1.08,14613400
META,2021-02-10,272.45001220703125,273.79998779296875,267.7200012207031,271.8699951171875,2.41998291015625,0.9,14687200
META,2021-02-11,271.8900146484375,273.5799865722656,268.489990234375,270.3900146484375,-1.47998046875,-0.54,12828600
META,2021-02-12,270.5199890136719,271.17999267578125,268.3399963378906,270.5,0.1099853515625,0.04,9097600
META,2021-02-16,270.79998779296875,276.6000061035156,270.04998779296875,273.9700012207031,3.470001220703125,1.28,15417200
META,2021-02-17,271.239990234375,273.9700012207031,269.5799865722656,273.57000732421875,-0.399993896484375,-0.15,12763200
META,2021-02-18,269.57000732421875,271.95001220703125,266.0299987792969,269.3900146484375,-4.17999267578125,-1.53,15249100
META,2021-02-19,269.8599853515625,270.2699890136719,260.1499938964844,261.55999755859375,-7.83001708984375,-2.91,25622600
META,2021-02-22,257.95001220703125,263.07000732421875,257.5299987792969,260.3299865722656,-1.230010986328125,-0.47,17434900
META,2021-02-23,259.5,267.4599914550781,254.9600067138672,265.8599853515625,5.529998779296875,2.12,21924600
META,2021-02-24,262.3299865722656,266.3800048828125,258.3900146484375,264.30999755859375,-1.54998779296875,-0.58,15736100
META,2021-02-25,262.29998779296875,266.94000244140625,254.0399932861328,254.69000244140625,-9.6199951171875,-3.64,19053100
META,2021-02-26,256.4700012207031,265.54998779296875,256.4700012207031,257.6199951171875,2.92999267578125,1.15,26619500
META,2021-03-01,260.82000732421875,266.6499938964844,257.8999938964844,264.9100036621094,7.290008544921875,2.83,22157300
META,2021-03-02,265.7799987792969,266.7099914550781,258.6499938964844,259.0,-5.910003662109375,-2.23,15191700
META,2021-03-03,260.2900085449219,260.989990234375,255.10000610351562,255.41000366210938,-3.589996337890625,-1.39,15513500
META,2021-03-04,256.4700012207031,266.489990234375,253.5,257.6400146484375,2.230010986328125,0.87,31626500
META,2021-03-05,260.6700134277344,265.45001220703125,255.61000061035156,264.2799987792969,6.639984130859375,2.58,26820100
META,2021-03-08,265.54998779296875,265.5799865722656,255.0500030517578,255.30999755859375,-8.970001220703125,-3.39,18391800
META,2021-03-09,261.17999267578125,268.5299987792969,259.80999755859375,265.739990234375,10.42999267578125,4.09,22039700
META,2021-03-10,268.6400146484375,268.9700012207031,262.8699951171875,264.8999938964844,-0.839996337890625,-0.32,14210300
META,2021-03-11,268.1099853515625,277.8999938964844,267.82000732421875,273.8800048828125,8.980010986328125,3.39,21834000
META,2021-03-12,269.1400146484375,269.739990234375,264.0199890136719,268.3999938964844,-5.480010986328125,-2.0,20600200
META,2021-03-15,269.0799865722656,275.9599914550781,268.5,273.75,5.350006103515625,1.99,16844800
META,2021-03-16,276.0799865722656,282.1400146484375,274.79998779296875,279.2799987792969,5.529998779296875,2.02,22437700
META,2021-03-17,275.7099914550781,286.2300109863281,275.4100036621094,284.010009765625,4.730010986328125,1.69,21315000
META,2021-03-18,279.8699951171875,285.19000244140625,278.2799987792969,278.6199951171875,-5.3900146484375,-1.9,18728300
META,2021-03-19,281.2200012207031,292.79998779296875,281.20001220703125,290.1099853515625,11.489990234375,4.12,38930500
META,2021-03-22,290.45001220703125,299.7099914550781,286.75,293.5400085449219,3.430023193359375,1.18,28273100
META,2021-03-23,293.1499938964844,298.0,289.80999755859375,290.6300048828125,-2.910003662109375,-0.99,23000900
META,2021-03-24,291.0,291.7200012207031,281.1600036621094,282.1400146484375,-8.489990234375,-2.92,18675000
META,2021-03-25,280.9800109863281,288.05999755859375,277.75,278.739990234375,-3.4000244140625,-1.21,24505600
META,2021-03-26,278.29998779296875,284.5,277.7699890136719,283.0199890136719,4.279998779296875,1.54,17629200
META,2021-03-29,285.7699890136719,293.17999267578125,284.70001220703125,290.82000732421875,7.800018310546875,2.76,21718800
META,2021-03-30,289.8299865722656,292.4700012207031,286.70001220703125,288.0,-2.82000732421875,-0.97,17474500
META,2021-03-31,289.989990234375,296.5,288.6099853515625,294.5299987792969,6.529998779296875,2.27,19498200
META,2021-04-01,298.3999938964844,302.3999938964844,296.6000061035156,298.6600036621094,4.1300048828125,1.4,17616000
META,2021-04-05,300.8900146484375,310.7699890136719,300.67999267578125,308.9100036621094,10.25,3.43,28237000
META,2021-04-06,308.8399963378906,311.3500061035156,305.25,306.260009765625,-2.649993896484375,-0.86,17335200
META,2021-04-07,306.3399963378906,314.25,305.5,313.0899963378906,6.829986572265625,2.23,22855200
META,2021-04-08,314.8500061035156,315.8800048828125,310.04998779296875,313.0199890136719,-0.07000732421875,-0.02,20894100
META,2021-04-09,311.3999938964844,314.739990234375,310.3299865722656,312.4599914550781,-0.55999755859375,-0.18,15988600
META,2021-04-12,311.04998779296875,312.1499938964844,307.92999267578125,311.5400085449219,-0.91998291015625,-0.29,10881900
META,2021-04-13,312.2099914550781,314.42999267578125,309.32000732421875,309.760009765625,-1.779998779296875,-0.57,14036900
META,2021-04-14,307.29998779296875,308.0299987792969,301.95001220703125,302.82000732421875,-6.94000244140625,-2.24,17421400
META,2021-04-15,306.3399963378906,310.1400146484375,304.1000061035156,307.82000732421875,5.0,1.65,14558300
META,2021-04-16,308.1700134277344,308.95001220703125,304.6099853515625,306.17999267578125,-1.6400146484375,-0.53,13059200
META,2021-04-19,305.010009765625,307.70001220703125,300.55999755859375,302.239990234375,-3.94000244140625,-1.29,14553500
META,2021-04-20,301.989990234375,305.1000061035156,297.2099914550781,302.6499938964844,0.410003662109375,0.14,16796400
META,2021-04-21,301.95001220703125,301.9800109863281,297.3900146484375,301.4700012207031,-1.17999267578125,-0.39,14863500
META,2021-04-22,301.3299865722656,302.9200134277344,296.0400085449219,296.5199890136719,-4.95001220703125,-1.64,16375400
META,2021-04-23,298.760009765625,302.5899963378906,297.1499938964844,301.1300048828125,4.610015869140625,1.55,17536800
META,2021-04-26,303.3399963378906,305.79998779296875,301.55999755859375,303.0400085449219,1.910003662109375,0.63,16172600
META,2021-04-27,304.2799987792969,305.3399963378906,301.1099853515625,303.57000732421875,0.529998779296875,0.17,15309300
META,2021-04-28,307.3599853515625,310.9200134277344,305.3699951171875,307.1000061035156,3.529998779296875,1.16,33907200
META,2021-04-29,330.1199951171875,331.80999755859375,321.6099853515625,329.510009765625,22.410003662109375,7.3,56526800
META,2021-04-30,326.1400146484375,329.82000732421875,324.5,325.0799865722656,-4.430023193359375,-1.34,26332400
META,2021-05-03,326.1700134277344,328.54998779296875,321.8399963378906,322.5799865722656,-2.5,-0.77,18719500
META,2021-05-04,320.0199890136719,322.19000244140625,313.1199951171875,318.3599853515625,-4.220001220703125,-1.31,24032600
META,2021-05-05,318.19000244140625,321.05999755859375,314.489990234375,315.0199890136719,-3.339996337890625,-1.05,15577600
META,2021-05-06,314.5199890136719,320.239990234375,313.2699890136719,320.0199890136719,5.0,1.59,19012200
META,2021-05-07,322.3800048828125,322.94000244140625,318.75,319.0799865722656,-0.94000244140625,-0.29,15916700
META,2021-05-10,314.3500061035156,314.5799865722656,304.8299865722656,305.9700012207031,-13.1099853515625,-4.11,24239200
META,2021-05-11,300.75,306.8399963378906,299.69000244140625,306.5299987792969,0.55999755859375,0.18,18920100
META,2021-05-12,301.1300048828125,304.9599914550781,298.19000244140625,302.54998779296875,-3.980010986328125,-1.3,24645500
META,2021-05-13,306.0799865722656,308.8599853515625,302.7699890136719,305.260009765625,2.71002197265625,0.9,18079200
META,2021-05-14,309.5400085449219,316.8500061035156,309.0799865722656,315.94000244140625,10.67999267578125,3.5,19245700
META,2021-05-17,313.54998779296875,315.67999267578125,311.5799865722656,315.4599914550781,-0.480010986328125,-0.15,15401300
META,2021-05-18,315.5899963378906,316.5,309.80999755859375,309.9599914550781,-5.5,-1.74,14522400
META,2021-05-19,304.19000244140625,314.6600036621094,303.57000732421875,313.5899963378906,3.6300048828125,1.17,19106200
META,2021-05-20,313.5799865722656,319.25,313.1600036621094,318.6099853515625,5.019989013671875,1.6,17320200
META,2021-05-21,319.2900085449219,319.92999267578125,315.80999755859375,316.2300109863281,-2.379974365234375,-0.75,13600900
META,2021-05-24,318.2099914550781,325.95001220703125,318.0299987792969,324.6300048828125,8.399993896484375,2.66,16445400
META,2021-05-25,327.0799865722656,329.17999267578125,324.79998779296875,327.7900085449219,3.160003662109375,0.97,16437000
META,2021-05-26,328.3500061035156,329.8299865722656,325.82000732421875,327.6600036621094,-0.1300048828125,-0.04,9686900
META,2021-05-27,328.0,333.7799987792969,326.760009765625,332.75,5.089996337890625,1.55,20477700
META,2021-05-28,331.0,332.8699951171875,328.3299865722656,328.7300109863281,-4.019989013671875,-1.21,12037400
META,2021-06-01,330.1499938964844,331.4200134277344,326.6400146484375,329.1300048828125,0.399993896484375,0.12,11765900
META,2021-06-02,330.3800048828125,331.8699951171875,327.1199951171875,329.1499938964844,0.019989013671875,0.01,11654300
META,2021-06-03,325.7799987792969,327.3800048828125,323.4800109863281,326.0400085449219,-3.1099853515625,-0.94,12610800
META,2021-06-04,325.8999938964844,332.4599914550781,325.17999267578125,330.3500061035156,4.30999755859375,1.32,13289400
META,2021-06-07,329.4800109863281,337.69000244140625,328.92999267578125,336.5799865722656,6.22998046875,1.89,20136700
META,2021-06-08,336.70001220703125,338.29998779296875,332.239990234375,333.67999267578125,-2.899993896484375,-0.86,14580500
META,2021-06-09,335.739990234375,336.79998779296875,330.0,330.25,-3.42999267578125,-1.03,13727900
META,2021-06-10,330.7900085449219,333.94000244140625,328.54998779296875,332.4599914550781,2.209991455078125,0.67,13240200
META,2021-06-11,332.5799865722656,332.8299865722656,328.92999267578125,331.260009765625,-1.199981689453125,-0.36,13587900
META,2021-06-14,331.8999938964844,336.82000732421875,329.80999755859375,336.7699890136719,5.509979248046875,1.66,12250800
META,2021-06-15,336.989990234375,339.9200134277344,335.0299987792969,336.75,-0.019989013671875,-0.01,15795200
META,2021-06-16,336.70001220703125,337.54998779296875,328.7200012207031,331.0799865722656,-5.670013427734375,-1.68,17232200
META,2021-06-17,330.489990234375,337.9800109863281,330.1499938964844,336.510009765625,5.430023193359375,1.64,17794100
META,2021-06-18,334.5299987792969,336.1499938964844,329.0,329.6600036621094,-6.850006103515625,-2.04,23039500
META,2021-06-21,331.0899963378906,332.9200134277344,327.6499938964844,332.2900085449219,2.6300048828125,0.8,11337500
META,2021-06-22,332.69000244140625,339.9200134277344,332.6000061035156,339.0299987792969,6.739990234375,2.03,15345300
META,2021-06-23,339.3500061035156,343.4200134277344,338.20001220703125,340.5899963378906,1.55999755859375,0.46,14817800
META,2021-06-24,341.8500061035156,344.8999938964844,341.7900085449219,343.17999267578125,2.589996337890625,0.76,12329100
META,2021-06-25,342.5899963378906,344.1199951171875,339.67999267578125,341.3699951171875,-1.80999755859375,-0.53,14594400
META,2021-06-28,342.4599914550781,358.1400146484375,341.7699890136719,355.6400146484375,14.27001953125,4.18,29156100
META,2021-06-29,356.2699890136719,356.739990234375,349.04998779296875,351.8900146484375,-3.75,-1.05,21417300
META,2021-06-30,352.1700134277344,352.9200134277344,347.1700134277344,347.7099914550781,-4.180023193359375,-1.19,15107500
META,2021-07-01,346.82000732421875,354.6700134277344,346.5,354.3900146484375,6.680023193359375,1.92,17137000
META,2021-07-02,355.1000061035156,356.44000244140625,352.6199951171875,354.70001220703125,0.30999755859375,0.09,11521300
META,2021-07-06,356.5,358.7900085449219,349.17999267578125,352.7799987792969,-1.920013427734375,-0.54,13488500
META,2021-07-07,355.260009765625,356.489990234375,350.0,350.489990234375,-2.290008544921875,-0.65,14218900
META,2021-07-08,345.7300109863281,348.3299865722656,342.55999755859375,345.6499938964844,-4.839996337890625,-1.38,14406500
META,2021-07-09,345.32000732421875,350.7099914550781,345.2699890136719,350.4200134277344,4.77001953125,1.38,13018700
META,2021-07-12,351.2300109863281,354.19000244140625,349.6400146484375,353.1600036621094,2.739990234375,0.78,10018600
META,2021-07-13,351.5,358.489990234375,348.79998779296875,352.0899963378906,-1.07000732421875,-0.3,11456000
META,2021-07-14,354.55999755859375,355.20001220703125,346.7300109863281,347.6300048828125,-4.459991455078125,-1.27,13894200
META,2021-07-15,349.2300109863281,349.2300109863281,340.2200012207031,344.4599914550781,-3.170013427734375,-0.91,14781600
META,2021-07-16,344.9100036621094,345.989990234375,340.1400146484375,341.1600036621094,-3.29998779296875,-0.96,11026100
META,2021-07-19,337.57000732421875,339.7900085449219,334.5400085449219,336.95001220703125,-4.209991455078125,-1.23,14372300
META,2021-07-20,338.79998779296875,343.45001220703125,334.5,341.6600036621094,4.709991455078125,1.4,11024300
META,2021-07-21,341.5,346.5199890136719,341.25,346.2300109863281,4.57000732421875,1.34,9279700
META,2021-07-22,346.67999267578125,351.5400085449219,345.2099914550781,351.19000244140625,4.959991455078125,1.43,12385400
META,2021-07-23,360.9100036621094,375.3299865722656,357.19000244140625,369.7900085449219,18.600006103515625,5.3,33694300
META,2021-07-26,369.5799865722656,374.44000244140625,368.2200012207031,372.4599914550781,2.66998291015625,0.72,14925200
META,2021-07-27,371.9100036621094,373.1499938964844,364.54998779296875,367.80999755859375,-4.649993896484375,-1.25,15705400
META,2021-07-28,374.55999755859375,377.54998779296875,366.92999267578125,373.2799987792969,5.470001220703125,1.49,29676900
META,2021-07-29,361.0,365.5199890136719,356.739990234375,358.32000732421875,-14.959991455078125,-4.01,33413200
META,2021-07-30,354.0,360.7300109863281,352.94000244140625,356.29998779296875,-2.02001953125,-0.56,15976200
META,2021-08-02,358.1000061035156,359.3999938964844,350.739990234375,351.95001220703125,-4.3499755859375,-1.22,13180400
META,2021-08-03,352.7300109863281,353.7699890136719,347.70001220703125,351.239990234375,-0.71002197265625,-0.2,12406100
META,2021-08-04,352.4200134277344,360.4800109863281,351.510009765625,358.9200134277344,7.680023193359375,2.19,14180600
META,2021-08-05,359.6400146484375,363.8999938964844,356.8999938964844,362.9700012207031,4.04998779296875,1.13,10247200
META,2021-08-06,361.3999938964844,365.1499938964844,361.3999938964844,363.510009765625,0.540008544921875,0.15,8925000
META,2021-08-09,363.760009765625,365.7799987792969,360.75,361.6099853515625,-1.9000244140625,-0.52,7798900
META,2021-08-10,361.8299865722656,364.1000061035156,359.0400085449219,361.1300048828125,-0.47998046875,-0.13,7469900
META,2021-08-11,362.1000061035156,362.3599853515625,357.80999755859375,359.9599914550781,-1.170013427734375,-0.32,8400300
META,2021-08-12,358.45001220703125,363.0,357.1099853515625,362.6499938964844,2.69000244140625,0.75,7170700
META,2021-08-13,362.9700012207031,364.6600036621094,361.4800109863281,363.17999267578125,0.529998779296875,0.15,7195700
META,2021-08-16,362.5199890136719,366.95001220703125,357.3800048828125,366.55999755859375,3.3800048828125,0.93,11222100
META,2021-08-17,362.9800109863281,364.6700134277344,355.07000732421875,358.45001220703125,-8.1099853515625,-2.21,12328700
META,2021-08-18,356.25,359.8599853515625,355.1499938964844,355.45001220703125,-3.0,-0.84,10042400
META,2021-08-19,351.3500061035156,357.57000732421875,351.0,355.1199951171875,-0.33001708984375,-0.09,12004500
META,2021-08-20,354.6000061035156,359.989990234375,353.30999755859375,359.3699951171875,4.25,1.2,8697700
META,2021-08-23,359.44000244140625,365.69000244140625,359.1000061035156,363.3500061035156,3.980010986328125,1.11,10942000
META,2021-08-24,363.6600036621094,367.9599914550781,361.8399963378906,365.510009765625,2.160003662109375,0.59,9235100
META,2021-08-25,365.6000061035156,370.8599853515625,365.3999938964844,368.3900146484375,2.8800048828125,0.79,9684500
META,2021-08-26,368.3800048828125,369.44000244140625,364.1300048828125,364.3800048828125,-4.010009765625,-1.09,7888700
META,2021-08-27,365.1000061035156,373.739990234375,364.0799865722656,372.6300048828125,8.25,2.26,11219100
META,2021-08-30,372.55999755859375,381.489990234375,370.5199890136719,380.6600036621094,8.029998779296875,2.15,13547300
META,2021-08-31,379.95001220703125,382.760009765625,378.79998779296875,379.3800048828125,-1.279998779296875,-0.34,12345400
META,2021-09-01,379.5899963378906,384.3299865722656,378.80999755859375,382.04998779296875,2.66998291015625,0.7,11567200
META,2021-09-02,381.5,381.75,374.05999755859375,375.2799987792969,-6.769989013671875,-1.77,14832900
META,2021-09-03,374.75,377.1600036621094,373.1099853515625,376.260009765625,0.980010986328125,0.26,7509600
META,2021-09-07,375.8800048828125,382.9599914550781,373.1499938964844,382.17999267578125,5.91998291015625,1.57,10793800
META,2021-09-08,380.1600036621094,380.8699951171875,374.7900085449219,377.57000732421875,-4.6099853515625,-1.21,11067200
META,2021-09-09,377.6400146484375,379.8299865722656,376.57000732421875,378.0,0.42999267578125,0.11,9098900
META,2021-09-10,381.3599853515625,383.7900085449219,378.260009765625,378.69000244140625,0.69000244140625,0.18,11549600
META,2021-09-13,381.67999267578125,381.75,374.3500061035156,376.510009765625,-2.17999267578125,-0.58,13026300
META,2021-09-14,377.3999938964844,378.5899963378906,375.1099853515625,376.5299987792969,0.019989013671875,0.01,8711600
META,2021-09-15,377.0,377.55999755859375,367.6700134277344,373.9200134277344,-2.6099853515625,-0.69,17940300
META,2021-09-16,372.7900085449219,373.55999755859375,369.7099914550781,373.05999755859375,-0.860015869140625,-0.23,11934200
META,2021-09-17,371.4100036621094,371.4100036621094,361.5899963378906,364.7200012207031,-8.339996337890625,-2.24,26299000
META,2021-09-20,359.29998779296875,361.0299987792969,349.79998779296875,355.70001220703125,-9.019989013671875,-2.47,19822800
META,2021-09-21,358.5,360.0400085449219,355.19000244140625,357.4800109863281,1.779998779296875,0.5,11751900
META,2021-09-22,347.2300109863281,349.8399963378906,340.69000244140625,343.2099914550781,-14.27001953125,-3.99,43692900
META,2021-09-23,345.3599853515625,349.6700134277344,343.0,345.9599914550781,2.75,0.8,21806300
META,2021-09-24,343.239990234375,354.3500061035156,342.3699951171875,352.9599914550781,7.0,2.02,18801900
META,2021-09-27,349.80999755859375,355.1499938964844,347.0799865722656,353.5799865722656,0.6199951171875,0.18,15205800
META,2021-09-28,347.9700012207031,349.6000061035156,338.9200134277344,340.6499938964844,-12.92999267578125,-3.66,21710300
META,2021-09-29,343.1499938964844,345.2300109863281,338.8800048828125,339.6099853515625,-1.040008544921875,-0.31,14452200
META,2021-09-30,340.45001220703125,342.79998779296875,338.1499938964844,339.3900146484375,-0.219970703125,-0.06,16547100
META,2021-10-01,341.6099853515625,345.0199890136719,338.6400146484375,343.010009765625,3.6199951171875,1.07,14905300
META,2021-10-04,335.5299987792969,335.94000244140625,322.70001220703125,326.2300109863281,-16.779998779296875,-4.89,42885000
META,2021-10-05,328.5799865722656,335.17999267578125,326.1600036621094,332.9599914550781,6.72998046875,2.06,35377900
META,2021-10-06,329.739990234375,334.3800048828125,325.79998779296875,333.6400146484375,0.680023193359375,0.2,26443000
META,2021-10-07,337.0,338.8399963378906,328.9800109863281,329.2200012207031,-4.420013427734375,-1.32,28307500
META,2021-10-08,331.510009765625,333.3999938964844,328.7099914550781,330.04998779296875,0.829986572265625,0.25,15946100
META,2021-10-11,327.6300048828125,330.4599914550781,325.30999755859375,325.45001220703125,-4.5999755859375,-1.39,14708200
META,2021-10-12,323.0299987792969,324.3800048828125,317.3699951171875,323.7699890136719,-1.680023193359375,-0.52,31658700
META,2021-10-13,326.9700012207031,327.0,322.6600036621094,324.5400085449219,0.77001953125,0.24,14761500
META,2021-10-14,328.3599853515625,330.5199890136719,327.1000061035156,328.5299987792969,3.989990234375,1.23,14302200
META,2021-10-15,328.67999267578125,329.07000732421875,322.510009765625,324.760009765625,-3.769989013671875,-1.15,21596400
META,2021-10-18,328.95001220703125,335.8900146484375,327.5,335.3399963378906,10.579986572265625,3.26,21585000
META,2021-10-19,339.6499938964844,342.4599914550781,337.2799987792969,339.989990234375,4.649993896484375,1.39,18786300
META,2021-10-20,343.45001220703125,343.9800109863281,339.45001220703125,340.7799987792969,0.790008544921875,0.23,13639500
META,2021-10-21,340.2799987792969,342.30999755859375,337.79998779296875,341.8800048828125,1.100006103515625,0.32,16354400
META,2021-10-22,326.3500061035156,329.6300048828125,321.1099853515625,324.6099853515625,-17.27001953125,-5.05,35224500
META,2021-10-25,320.29998779296875,329.55999755859375,319.7200012207031,328.69000244140625,4.08001708984375,1.26,38409000
META,2021-10-26,328.260009765625,330.2099914550781,309.6000061035156,315.80999755859375,-12.8800048828125,-3.92,65654000
META,2021-10-27,314.19000244140625,319.25,312.05999755859375,312.2200012207031,-3.589996337890625,-1.14,29971800
META,2021-10-28,312.989990234375,325.5199890136719,308.1099853515625,316.9200134277344,4.70001220703125,1.51,50806800
META,2021-10-29,320.19000244140625,326.0,319.6000061035156,323.57000732421875,6.649993896484375,2.1,37059400
META,2021-11-01,326.0400085449219,333.45001220703125,326.0,329.9800109863281,6.410003662109375,1.98,31518900
META,2021-11-02,331.3800048828125,334.7900085449219,323.79998779296875,328.0799865722656,-1.9000244140625,-0.58,28353000
