Symbol,Time,Open,High,Low,Close,Change,%Change,Volume
PLTR,2020-11-09,14.960000038146973,15.899999618530273,14.109999656677246,14.670000076293945,0.0,0.0,60099000
PLTR,2020-11-10,14.989999771118164,15.010000228881836,13.180000305175781,14.0,-0.6700000762939453,-4.57,38078700
PLTR,2020-11-11,14.569999694824219,15.970000267028809,14.399999618530273,15.960000038146973,1.9600000381469727,14.0,47027900
PLTR,2020-11-12,16.65999984741211,17.059999465942383,14.40999984741211,14.579999923706055,-1.380000114440918,-8.65,97904000
PLTR,2020-11-13,14.489999771118164,16.0,14.489999771118164,15.800000190734863,1.2200002670288086,8.37,76354800
PLTR,2020-11-16,15.960000038146973,16.100000381469727,15.010000228881836,15.930000305175781,0.13000011444091797,0.82,65326000
PLTR,2020-11-17,16.290000915527344,18.75,16.18000030517578,17.850000381469727,1.9200000762939453,12.05,116618500
PLTR,2020-11-18,18.280000686645508,19.25,17.540000915527344,17.899999618530273,0.049999237060546875,0.28,89957900
PLTR,2020-11-19,18.5,18.979999542236328,17.959999084472656,18.979999542236328,1.0799999237060547,6.03,56225400
PLTR,2020-11-20,19.030000686645508,19.65999984741211,18.0,18.149999618530273,-0.8299999237060547,-4.37,72104000
PLTR,2020-11-23,18.6299991607666,21.450000762939453,18.56999969482422,21.040000915527344,2.8900012969970703,15.92,84716300
PLTR,2020-11-24,22.350000381469727,24.270000457763672,20.6299991607666,23.81999969482422,2.779998779296875,13.21,115468800
PLTR,2020-11-25,23.959999084472656,29.75,23.690000534057617,29.049999237060547,5.229999542236328,21.96,202563700
PLTR,2020-11-27,31.190000534057617,33.5,26.1200008392334,27.65999984741211,-1.3899993896484375,-4.78,207834000
PLTR,2020-11-30,28.239999771118164,30.149999618530273,24.110000610351562,27.110000610351562,-0.5499992370605469,-1.99,137243000
PLTR,2020-12-01,28.09000015258789,28.139999389648438,24.450000762939453,25.670000076293945,-1.4400005340576172,-5.31,84050000
PLTR,2020-12-02,22.239999771118164,23.399999618530273,21.149999618530273,22.510000228881836,-3.1599998474121094,-12.31,149062100
PLTR,2020-12-03,23.549999237060547,25.6200008392334,23.5,24.030000686645508,1.5200004577636719,6.75,85634300
PLTR,2020-12-04,24.8799991607666,25.239999771118164,23.510000228881836,23.850000381469727,-0.18000030517578125,-0.75,56044100
PLTR,2020-12-07,24.440000534057617,29.0,24.440000534057617,28.940000534057617,5.090000152587891,21.34,118463700
PLTR,2020-12-08,30.6299991607666,31.239999771118164,27.25,28.59000015258789,-0.35000038146972656,-1.21,124754300
PLTR,2020-12-09,28.68000030517578,28.850000381469727,25.329999923706055,26.6299991607666,-1.960000991821289,-6.86,79634700
PLTR,2020-12-10,25.541000366210938,28.040000915527344,25.149999618530273,27.040000915527344,0.4100017547607422,1.54,57774800
PLTR,2020-12-11,27.149999618530273,28.270000457763672,26.059999465942383,27.200000762939453,0.15999984741210938,0.59,52764400
PLTR,2020-12-14,28.260000228881836,28.260000228881836,26.729999542236328,27.239999771118164,0.03999900817871094,0.15,44734500
PLTR,2020-12-15,26.81999969482422,27.100000381469727,25.520000457763672,26.43000030517578,-0.8099994659423828,-2.97,49273200
PLTR,2020-12-16,25.709999084472656,26.15999984741211,25.110000610351562,25.920000076293945,-0.5100002288818359,-1.93,44013400
PLTR,2020-12-17,26.520000457763672,27.450000762939453,26.049999237060547,27.229999542236328,1.3099994659423828,5.05,53829800
PLTR,2020-12-18,26.270000457763672,26.850000381469727,25.799999237060547,25.969999313354492,-1.260000228881836,-4.63,71042900
PLTR,2020-12-21,26.190000534057617,28.700000762939453,25.399999618530273,28.510000228881836,2.5400009155273438,9.78,76729100
PLTR,2020-12-22,29.030000686645508,29.420000076293945,26.81999969482422,28.040000915527344,-0.4699993133544922,-1.65,66033100
PLTR,2020-12-23,28.950000762939453,29.389999389648438,28.049999237060547,28.690000534057617,0.6499996185302734,2.32,58772200
PLTR,2020-12-24,28.79800033569336,29.15999984741211,27.520000457763672,27.75,-0.9400005340576172,-3.28,26306800
PLTR,2020-12-28,28.389999389648438,28.59000015258789,25.399999618530273,25.6299991607666,-2.1200008392333984,-7.64,55878700
PLTR,2020-12-29,25.75,26.18199920654297,24.34000015258789,24.65999984741211,-0.9699993133544922,-3.78,47302400
PLTR,2020-12-30,24.969999313354492,25.90999984741211,24.6299991607666,25.100000381469727,0.4400005340576172,1.78,34586700
PLTR,2020-12-31,24.6299991607666,24.719999313354492,23.520000457763672,23.549999237060547,-1.5500011444091797,-6.18,39922500
PLTR,2021-01-04,23.90999984741211,24.5,22.5,23.3700008392334,-0.17999839782714844,-0.76,44970400
PLTR,2021-01-05,23.18000030517578,24.670000076293945,22.889999389648438,24.600000381469727,1.2299995422363281,5.26,29050400
PLTR,2021-01-06,24.1200008392334,24.459999084472656,23.25,23.540000915527344,-1.0599994659423828,-4.31,32732900
PLTR,2021-01-07,24.020000457763672,25.190000534057617,23.670000076293945,25.0,1.4599990844726562,6.2,32240000
PLTR,2021-01-08,25.700000762939453,26.440000534057617,24.700000762939453,25.200000762939453,0.20000076293945312,0.8,41313800
PLTR,2021-01-11,24.610000610351562,26.600000381469727,24.309999465942383,25.93000030517578,0.7299995422363281,2.9,32609000
PLTR,2021-01-12,26.34000015258789,26.420000076293945,25.510000228881836,26.18000030517578,0.25,0.96,26887200
PLTR,2021-01-13,25.709999084472656,27.43000030517578,25.1299991607666,25.5,-0.6800003051757812,-2.6,51216600
PLTR,2021-01-14,25.450000762939453,25.6200008392334,24.3700008392334,24.920000076293945,-0.5799999237060547,-2.27,32908000
PLTR,2021-01-15,26.260000228881836,28.0,25.459999084472656,25.639999389648438,0.7199993133544922,2.89,92285500
PLTR,2021-01-19,26.809999465942383,27.540000915527344,26.0,26.6200008392334,0.9800014495849609,3.82,48675800
PLTR,2021-01-20,27.290000915527344,27.299999237060547,25.700000762939453,26.34000015258789,-0.2800006866455078,-1.05,37459000
PLTR,2021-01-21,26.420000076293945,26.68000030517578,25.299999237060547,25.979999542236328,-0.3600006103515625,-1.37,29891400
PLTR,2021-01-22,25.850000381469727,32.650001525878906,25.81999969482422,32.58000183105469,6.600002288818359,25.4,156844700
PLTR,2021-01-25,34.459999084472656,39.58000183105469,29.559999465942383,36.22999954223633,3.6499977111816406,11.2,191345300
PLTR,2021-01-26,35.13999938964844,36.869998931884766,34.31999969482422,35.369998931884766,-0.8600006103515625,-2.37,65870000
PLTR,2021-01-27,32.970001220703125,45.0,32.25,39.0,3.6300010681152344,10.26,170758800
PLTR,2021-01-28,39.540000915527344,42.0,33.099998474121094,35.65999984741211,-3.3400001525878906,-8.56,85250700
PLTR,2021-01-29,36.61000061035156,38.0099983215332,34.65999984741211,35.18000030517578,-0.4799995422363281,-1.35,42030900
PLTR,2021-02-01,35.33000183105469,35.619998931884766,32.58000183105469,33.959999084472656,-1.220001220703125,-3.47,43460900
PLTR,2021-02-02,34.099998474121094,34.20000076293945,30.5,31.020000457763672,-2.9399986267089844,-8.66,69647900
PLTR,2021-02-03,32.38999938964844,32.95000076293945,31.3799991607666,31.760000228881836,0.7399997711181641,2.39,35312000
PLTR,2021-02-04,32.58000183105469,33.18000030517578,31.049999237060547,32.04999923706055,0.28999900817871094,0.91,31565000
PLTR,2021-02-05,32.61000061035156,35.20000076293945,31.75,34.04999923706055,2.0,6.24,62375300
PLTR,2021-02-08,37.220001220703125,39.220001220703125,35.88999938964844,36.04999923706055,2.0,5.87,72376000
PLTR,2021-02-09,36.900001525878906,38.255001068115234,36.130001068115234,38.16999816894531,2.1199989318847656,5.88,44243200
PLTR,2021-02-10,38.150001525878906,38.2400016784668,35.0,35.70000076293945,-2.4699974060058594,-6.47,45177200
PLTR,2021-02-11,35.790000915527344,35.97999954223633,32.61000061035156,33.11000061035156,-2.5900001525878906,-7.25,52094900
PLTR,2021-02-12,33.36000061035156,33.650001525878906,31.34000015258789,31.90999984741211,-1.2000007629394531,-3.62,60925600
PLTR,2021-02-16,30.020000457763672,30.440000534057617,27.299999237060547,27.84000015258789,-4.069999694824219,-12.75,180294300
PLTR,2021-02-17,27.989999771118164,29.729999542236328,27.0,27.079999923706055,-0.7600002288818359,-2.73,151007000
PLTR,2021-02-18,24.989999771118164,26.309999465942383,24.5,25.170000076293945,-1.9099998474121094,-7.05,313175100
PLTR,2021-02-19,27.020000457763672,29.959999084472656,26.899999618530273,29.0,3.8299999237060547,15.22,320063700
PLTR,2021-02-22,29.959999084472656,30.190000534057617,27.535999298095703,28.0,-1.0,-3.45,183049500
PLTR,2021-02-23,25.959999084472656,27.459999084472656,23.899999618530273,26.75,-1.25,-4.46,145289400
PLTR,2021-02-24,26.709999084472656,27.229999542236328,25.75,26.389999389648438,-0.3600006103515625,-1.35,90095700
PLTR,2021-02-25,25.81999969482422,26.440000534057617,23.149999618530273,23.959999084472656,-2.4300003051757812,-9.21,161776400
PLTR,2021-02-26,24.200000762939453,24.5,22.700000762939453,23.899999618530273,-0.05999946594238281,-0.25,119588600
PLTR,2021-03-01,25.190000534057617,25.899999618530273,24.6200008392334,24.809999465942383,0.9099998474121094,3.81,85059900
PLTR,2021-03-02,25.0,25.59000015258789,24.260000228881836,24.479999542236328,-0.3299999237060547,-1.33,73997000
PLTR,2021-03-03,24.989999771118164,25.167999267578125,23.43000030517578,23.59000015258789,-0.8899993896484375,-3.64,79046200
PLTR,2021-03-04,24.850000381469727,25.559999465942383,23.049999237060547,24.729999542236328,1.1399993896484375,4.83,161611200
PLTR,2021-03-05,24.360000610351562,24.68000030517578,20.18000030517578,23.950000762939453,-0.779998779296875,-3.15,173468600
PLTR,2021-03-08,23.770000457763672,24.579999923706055,22.399999618530273,22.520000457763672,-1.4300003051757812,-5.97,94432800
PLTR,2021-03-09,23.3799991607666,24.739999771118164,23.100000381469727,24.260000228881836,1.739999771118164,7.73,99586500
PLTR,2021-03-10,25.030000686645508,26.239999771118164,24.270000457763672,24.75,0.48999977111816406,2.02,103212800
PLTR,2021-03-11,25.950000762939453,26.84000015258789,25.579999923706055,26.729999542236328,1.9799995422363281,8.0,84788700
PLTR,2021-03-12,25.739999771118164,26.920000076293945,25.18000030517578,26.920000076293945,0.1900005340576172,0.71,58721900
PLTR,2021-03-15,27.350000381469727,27.469999313354492,26.309999465942383,26.790000915527344,-0.12999916076660156,-0.48,56101500
PLTR,2021-03-16,26.75,27.100000381469727,25.229999542236328,25.610000610351562,-1.1800003051757812,-4.4,73615100
PLTR,2021-03-17,24.520000457763672,25.729999542236328,24.299999237060547,25.209999084472656,-0.40000152587890625,-1.56,77081700
PLTR,2021-03-18,24.729999542236328,25.18000030517578,23.780000686645508,23.979999542236328,-1.2299995422363281,-4.88,57141400
PLTR,2021-03-19,24.010000228881836,24.56999969482422,23.389999389648438,24.31999969482422,0.3400001525878906,1.42,57915900
PLTR,2021-03-22,24.889999389648438,24.920000076293945,23.860000610351562,24.219999313354492,-0.10000038146972656,-0.41,46208100
PLTR,2021-03-23,24.0,24.104999542236328,23.100000381469727,23.260000228881836,-0.9599990844726562,-3.96,50169700
PLTR,2021-03-24,23.299999237060547,23.485000610351562,21.75,21.8799991607666,-1.3800010681152344,-5.93,69271900
PLTR,2021-03-25,21.200000762939453,22.799999237060547,21.049999237060547,22.579999923706055,0.7000007629394531,3.2,74592600
PLTR,2021-03-26,22.6299991607666,23.049999237060547,21.760000228881836,22.579999923706055,0.0,0.0,57916400
